"id_penjualan","id_invoice","tanggal","id_barang","nama_barang","harga","unit","jumlah_barang","total_harga_per_barang","mata_uang","kode_barang","id_customer","nama_customer","cabang_sales","id_distributor","group_category"
"IN6320_BRG0006","IN6320","2022-02-01","BRG0006","KETOCONAZOLE TABLET 200 MG",2819.2,"DUS",67,188886.4,"IDR","BRG0006","CUST55495","APOTEK MERDEKA","Bandung","TD","Apotek"
"IN6103_BRG0001","IN6103","2022-01-27","BRG0001","ACYCLOVIR DUS",4592.1,"DUS",15,68881.5,"IDR","BRG0001","CUST55496","KLINIK SAHABAT","Tangerang","TA","Klinik"
"IN6172_BRG0002","IN6172","2022-01-28","BRG0002","ALERGINE TABLET SALUT",3991.9,"DUS",12,47902.8,"IDR","BRG0002","CUST55497","APOTEK SINAR JAYA","Bekasi","EPM","Apotek"
"IN6183_BRG0003","IN6183","2022-01-23","BRG0003","AMPICILLIN",5780.7,"DUS",25,144517.5,"IDR","BRG0003","CUST55498","APOTEK SAHABAT","Padang","TD","Apotek"
"IN6278_BRG0004","IN6278","2022-01-30","BRG0004","TRAMADOL KAPSUL 50 MG",6940.3,"DUS",14,97164.2,"IDR","BRG0004","CUST55499","KLINIK DR. ANDRI","Lampung","TD","Klinik"
"IN6186_BRG0001","IN6186","2022-01-31","BRG0001","ACYCLOVIR DUS",1169.91,"DUS",18,21058.38,"IDR","BRG0001","CUST55500","APOTEK TAPAK","Aceh","TA","Apotek"
"IN6211_BRG0002","IN6211","2022-02-01","BRG0002","ALERGINE TABLET SALUT",2337.5,"DUS",18,42075.0,"IDR","BRG0002","CUST55501","APOTEK MAJA","Kuningan","EPM","Apotek"
"IN6118_BRG0003","IN6118","2022-01-27","BRG0003","AMPICILLIN",10690.6,"DUS",19,203121.4,"IDR","BRG0003","CUST55502","KLINIK GM","Jakarta","TD","Klinik"
"IN6162_BRG0004","IN6162","2022-01-28","BRG0004","TRAMADOL KAPSUL 50 MG",8700.7,"DUS",12,104408.4,"IDR","BRG0004","CUST55503","APOTEK MERDEKA","Bandung","TA","Apotek"
"IN6221_BRG0005","IN6221","2022-01-23","BRG0005","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648.3,"DUS",25,141207.5,"IDR","BRG0005","CUST55504","KLINIK SAHABAT","Tangerang","EPM","Klinik"
"IN6170_BRG0006","IN6170","2022-01-30","BRG0006","KETOCONAZOLE TABLET 200 MG",2819.2,"DUS",14,39468.8,"IDR","BRG0006","CUST55505","APOTEK SINAR JAYA","Bekasi","TD","Apotek"
"IN6045_BRG0007","IN6045","2022-01-31","BRG0007","ERGOTAMINE COFFEINE",4592.1,"DUS",21,96434.1,"IDR","BRG0007","CUST55506","APOTEK SAHABAT","Padang","TA","Apotek"
"IN6300_BRG0008","IN6300","2022-02-01","BRG0008","TETRACYCLINE KAPSUL 250 MG",3991.9,"DUS",22,87821.8,"IDR","BRG0008","CUST55507","APOTEK TAPAK","Aceh","EPM","Apotek"
"IN6228_BRG0009","IN6228","2022-01-27","BRG0009","AMBROXOL HC",5780.7,"DUS",12,69368.4,"IDR","BRG0009","CUST55508","APOTEK MAJA","Kuningan","TD","Apotek"
"IN6199_BRG0010","IN6199","2022-01-28","BRG0010","PARACETAMOL",6940.3,"DUS",25,173507.5,"IDR","BRG0010","CUST55509","KLINIK GM","Jakarta","TD","Klinik"
"IN6215_BRG0001","IN6215","2022-01-23","BRG0001","ACYCLOVIR DUS",1169.91,"DUS",14,16378.74,"IDR","BRG0001","CUST55510","APOTEK MERDEKA","Bandung","TA","Apotek"
"IN6107_BRG0002","IN6107","2022-01-30","BRG0002","ALERGINE TABLET SALUT",2337.5,"DUS",24,56100.0,"IDR","BRG0002","CUST55511","KLINIK SAHABAT","Tangerang","EPM","Klinik"
"IN6152_BRG0003","IN6152","2022-01-31","BRG0003","AMPICILLIN",10690.6,"DUS",10,106906.0,"IDR","BRG0003","CUST55512","APOTEK SINAR JAYA","Bekasi","TD","Apotek"
"IN6017_BRG0004","IN6017","2022-02-01","BRG0004","TRAMADOL KAPSUL 50 MG",8700.7,"DUS",23,200116.1,"IDR","BRG0004","CUST55513","APOTEK SAHABAT","Padang","TA","Apotek"
"IN6299_BRG0005","IN6299","2022-01-27","BRG0005","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648.3,"DUS",12,67779.6,"IDR","BRG0005","CUST55514","KLINIK DR. ANDRI","Lampung","EPM","Klinik"
"IN6064_BRG0006","IN6064","2022-01-28","BRG0006","KETOCONAZOLE TABLET 200 MG",2819.2,"DUS",10,28192.0,"IDR","BRG0006","CUST55515","APOTEK TAPAK","Aceh","TD","Apotek"
"IN6308_BRG0007","IN6308","2022-01-23","BRG0007","ERGOTAMINE COFFEINE",4592.1,"DUS",67,307670.7,"IDR","BRG0007","CUST55516","APOTEK MAJA","Kuningan","TD","Apotek"
"IN6038_BRG0008","IN6038","2022-01-30","BRG0008","TETRACYCLINE KAPSUL 250 MG",3991.9,"DUS",98,391206.2,"IDR","BRG0008","CUST55517","KLINIK GM","Jakarta","TA","Klinik"
"IN6130_BRG0009","IN6130","2022-01-31","BRG0009","AMBROXOL HC",5780.7,"DUS",5,28903.5,"IDR","BRG0009","CUST55518","APOTEK MERDEKA","Bandung","EPM","Apotek"
"IN6293_BRG0010","IN6293","2022-02-01","BRG0010","PARACETAMOL",6940.3,"DUS",4,27761.2,"IDR","BRG0010","CUST55519","KLINIK SAHABAT","Tangerang","TD","Klinik"
"IN6205_BRG0001","IN6205","2022-01-27","BRG0001","ACYCLOVIR DUS",1169.91,"DUS",8,9359.28,"IDR","BRG0001","CUST55520","APOTEK SINAR JAYA","Bekasi","TA","Apotek"
"IN6325_BRG0002","IN6325","2022-01-28","BRG0002","ALERGINE TABLET SALUT",2337.5,"DUS",9,21037.5,"IDR","BRG0002","CUST55521","APOTEK SAHABAT","Padang","EPM","Apotek"
"IN6317_BRG0003","IN6317","2022-01-23","BRG0003","AMPICILLIN",10690.6,"DUS",10,106906.0,"IDR","BRG0003","CUST55522","APOTEK TAPAK","Aceh","TD","Apotek"
"IN6025_BRG0004","IN6025","2022-01-30","BRG0004","TRAMADOL KAPSUL 50 MG",8700.7,"DUS",7,60904.9,"IDR","BRG0004","CUST55523","APOTEK MAJA","Kuningan","TA","Apotek"
"IN6203_BRG0005","IN6203","2022-01-31","BRG0005","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648.3,"DUS",100,564830.0,"IDR","BRG0005","CUST55524","KLINIK GM","Jakarta","EPM","Klinik"
"IN6243_BRG0006","IN6243","2022-02-01","BRG0006","KETOCONAZOLE TABLET 200 MG",2819.2,"DUS",67,188886.4,"IDR","BRG0006","CUST55525","APOTEK MERDEKA","Bandung","TD","Apotek"
"IN6136_BRG0001","IN6136","2022-01-27","BRG0001","ACYCLOVIR DUS",4592.1,"DUS",78,358183.8,"IDR","BRG0001","CUST55526","KLINIK SAHABAT","Tangerang","TD","Klinik"
"IN6314_BRG0002","IN6314","2022-01-28","BRG0002","ALERGINE TABLET SALUT",3991.9,"DUS",45,179635.5,"IDR","BRG0002","CUST55527","APOTEK SINAR JAYA","Bekasi","TA","Apotek"
"IN6202_BRG0003","IN6202","2022-01-23","BRG0003","AMPICILLIN",5780.7,"DUS",34,196543.8,"IDR","BRG0003","CUST55528","APOTEK SAHABAT","Padang","EPM","Apotek"
"IN6279_BRG0004","IN6279","2022-01-30","BRG0004","TRAMADOL KAPSUL 50 MG",6940.3,"DUS",20,138806.0,"IDR","BRG0004","CUST55529","KLINIK DR. ANDRI","Lampung","TD","Klinik"
"IN6196_BRG0001","IN6196","2022-01-31","BRG0001","ACYCLOVIR DUS",1169.91,"DUS",45,52645.95,"IDR","BRG0001","CUST55530","APOTEK TAPAK","Aceh","TA","Apotek"
"IN6266_BRG0002","IN6266","2022-02-01","BRG0002","ALERGINE TABLET SALUT",2337.5,"DUS",34,79475.0,"IDR","BRG0002","CUST55531","APOTEK MAJA","Kuningan","EPM","Apotek"
"IN6058_BRG0003","IN6058","2022-01-27","BRG0003","AMPICILLIN",10690.6,"DUS",34,363480.4,"IDR","BRG0003","CUST55532","KLINIK GM","Jakarta","TD","Klinik"
"IN6246_BRG0004","IN6246","2022-01-28","BRG0004","TRAMADOL KAPSUL 50 MG",8700.7,"DUS",34,295823.8,"IDR","BRG0004","CUST55533","APOTEK MERDEKA","Bandung","TA","Apotek"
"IN6242_BRG0005","IN6242","2022-01-23","BRG0005","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648.3,"DUS",44,248525.2,"IDR","BRG0005","CUST55534","KLINIK SAHABAT","Tangerang","EPM","Klinik"
"IN5982_BRG0006","IN5982","2022-01-30","BRG0006","KETOCONAZOLE TABLET 200 MG",2819.2,"DUS",5,14096.0,"IDR","BRG0006","CUST55535","APOTEK SINAR JAYA","Bekasi","TD","Apotek"
"IN6068_BRG0007","IN6068","2022-01-31","BRG0007","ERGOTAMINE COFFEINE",4592.1,"DUS",6,27552.6,"IDR","BRG0007","CUST55536","APOTEK SAHABAT","Padang","TD","Apotek"
"IN6128_BRG0008","IN6128","2022-02-01","BRG0008","TETRACYCLINE KAPSUL 250 MG",3991.9,"DUS",79,315360.1,"IDR","BRG0008","CUST55537","APOTEK TAPAK","Aceh","TA","Apotek"
"IN6066_BRG0009","IN6066","2022-01-27","BRG0009","AMBROXOL HC",5780.7,"DUS",12,69368.4,"IDR","BRG0009","CUST55538","APOTEK MAJA","Kuningan","EPM","Apotek"
"IN6303_BRG0010","IN6303","2022-01-28","BRG0010","PARACETAMOL",6940.3,"DUS",95,659328.5,"IDR","BRG0010","CUST55539","KLINIK GM","Jakarta","TD","Klinik"
"IN6284_BRG0001","IN6284","2022-01-23","BRG0001","ACYCLOVIR DUS",1169.91,"DUS",76,88913.16,"IDR","BRG0001","CUST55540","APOTEK MERDEKA","Bandung","TA","Apotek"
"IN6240_BRG0002","IN6240","2022-01-30","BRG0002","ALERGINE TABLET SALUT",2337.5,"DUS",48,112200.0,"IDR","BRG0002","CUST55541","KLINIK SAHABAT","Tangerang","EPM","Klinik"
"IN6244_BRG0003","IN6244","2022-01-31","BRG0003","AMPICILLIN",10690.6,"DUS",21,224502.6,"IDR","BRG0003","CUST55542","APOTEK SINAR JAYA","Bekasi","TD","Apotek"
"IN6060_BRG0004","IN6060","2022-02-01","BRG0004","TRAMADOL KAPSUL 50 MG",8700.7,"DUS",22,191415.4,"IDR","BRG0004","CUST55543","APOTEK SAHABAT","Padang","TD","Apotek"
"IN6254_BRG0005","IN6254","2022-02-02","BRG0005","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648.3,"DUS",12,67779.6,"IDR","BRG0005","CUST55544","KLINIK DR. ANDRI","Lampung","TA","Klinik"
"IN6171_BRG0006","IN6171","2022-02-03","BRG0006","KETOCONAZOLE TABLET 200 MG",2819.2,"DUS",25,70480.0,"IDR","BRG0006","CUST55545","APOTEK TAPAK","Aceh","EPM","Apotek"
"IN6002_BRG0007","IN6002","2022-02-04","BRG0007","ERGOTAMINE COFFEINE",4592.1,"DUS",14,64289.4,"IDR","BRG0007","CUST55546","APOTEK MAJA","Kuningan","TD","Apotek"
"IN6261_BRG0008","IN6261","2022-02-05","BRG0008","TETRACYCLINE KAPSUL 250 MG",3991.9,"DUS",24,95805.6,"IDR","BRG0008","CUST55547","KLINIK GM","Jakarta","TA","Klinik"
"IN6088_BRG0009","IN6088","2022-02-06","BRG0009","AMBROXOL HC",5780.7,"DUS",10,57807.0,"IDR","BRG0009","CUST55548","APOTEK MERDEKA","Bandung","EPM","Apotek"
"IN6181_BRG0010","IN6181","2022-02-07","BRG0010","PARACETAMOL",6940.3,"DUS",130,902239.0,"IDR","BRG0010","CUST55549","KLINIK SAHABAT","Tangerang","TD","Klinik"
"IN6135_BRG0001","IN6135","2022-02-08","BRG0001","ACYCLOVIR DUS",1169.91,"DUS",12,14038.92,"IDR","BRG0001","CUST55550","APOTEK SINAR JAYA","Bekasi","TA","Apotek"
"IN5988_BRG0002","IN5988","2022-02-09","BRG0002","ALERGINE TABLET SALUT",2337.5,"DUS",10,23375.0,"IDR","BRG0002","CUST55551","APOTEK SAHABAT","Padang","EPM","Apotek"
"IN6234_BRG0003","IN6234","2022-02-10","BRG0003","AMPICILLIN",10690.6,"DUS",67,716270.2,"IDR","BRG0003","CUST55552","APOTEK TAPAK","Aceh","TD","Apotek"
"IN6319_BRG0004","IN6319","2022-02-11","BRG0004","TRAMADOL KAPSUL 50 MG",8700.7,"DUS",98,852668.6,"IDR","BRG0004","CUST55553","APOTEK MAJA","Kuningan","TD","Apotek"
"IN6006_BRG0005","IN6006","2022-02-12","BRG0005","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648.3,"DUS",5,28241.5,"IDR","BRG0005","CUST55554","KLINIK GM","Jakarta","TA","Klinik"
"IN6147_BRG0006","IN6147","2022-02-13","BRG0006","KETOCONAZOLE TABLET 200 MG",2819.2,"DUS",4,11276.8,"IDR","BRG0006","CUST55555","APOTEK MERDEKA","Bandung","EPM","Apotek"
"IN6129_BRG0001","IN6129","2022-02-14","BRG0001","ACYCLOVIR DUS",4592.1,"DUS",8,36736.8,"IDR","BRG0001","CUST55556","KLINIK SAHABAT","Tangerang","TD","Klinik"
"IN5986_BRG0002","IN5986","2022-02-15","BRG0002","ALERGINE TABLET SALUT",3991.9,"DUS",9,35927.1,"IDR","BRG0002","CUST55557","APOTEK SINAR JAYA","Bekasi","TA","Apotek"
"IN6026_BRG0003","IN6026","2022-02-16","BRG0003","AMPICILLIN",5780.7,"DUS",21,121394.7,"IDR","BRG0003","CUST55558","APOTEK SAHABAT","Padang","EPM","Apotek"
"IN6224_BRG0004","IN6224","2022-02-17","BRG0004","TRAMADOL KAPSUL 50 MG",6940.3,"DUS",22,152686.6,"IDR","BRG0004","CUST55559","KLINIK DR. ANDRI","Lampung","TD","Klinik"
"IN6087_BRG0001","IN6087","2022-02-18","BRG0001","ACYCLOVIR DUS",1169.91,"DUS",12,14038.92,"IDR","BRG0001","CUST55560","APOTEK TAPAK","Aceh","TA","Apotek"
"IN6096_BRG0002","IN6096","2022-02-19","BRG0002","ALERGINE TABLET SALUT",2337.5,"DUS",25,58437.5,"IDR","BRG0002","CUST55561","APOTEK MAJA","Kuningan","EPM","Apotek"
"IN6034_BRG0003","IN6034","2022-02-20","BRG0003","AMPICILLIN",10690.6,"DUS",14,149668.4,"IDR","BRG0003","CUST55562","KLINIK GM","Jakarta","TD","Klinik"
"IN6231_BRG0004","IN6231","2022-02-21","BRG0004","TRAMADOL KAPSUL 50 MG",8700.7,"DUS",24,208816.8,"IDR","BRG0004","CUST55563","APOTEK MERDEKA","Bandung","TD","Apotek"
"IN6260_BRG0005","IN6260","2022-02-22","BRG0005","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648.3,"DUS",10,56483.0,"IDR","BRG0005","CUST55564","KLINIK SAHABAT","Tangerang","TA","Klinik"
"IN6302_BRG0006","IN6302","2022-02-23","BRG0006","KETOCONAZOLE TABLET 200 MG",2819.2,"DUS",120,338304.0,"IDR","BRG0006","CUST55565","APOTEK SINAR JAYA","Bekasi","EPM","Apotek"
"IN6061_BRG0007","IN6061","2022-02-24","BRG0007","ERGOTAMINE COFFEINE",4592.1,"DUS",12,55105.2,"IDR","BRG0007","CUST55566","APOTEK SAHABAT","Padang","TD","Apotek"
"IN6011_BRG0008","IN6011","2022-02-25","BRG0008","TETRACYCLINE KAPSUL 250 MG",3991.9,"DUS",10,39919.0,"IDR","BRG0008","CUST55567","APOTEK TAPAK","Aceh","TA","Apotek"
"IN6275_BRG0009","IN6275","2022-02-26","BRG0009","AMBROXOL HC",5780.7,"DUS",67,387306.9,"IDR","BRG0009","CUST55568","APOTEK MAJA","Kuningan","EPM","Apotek"
"IN6114_BRG0010","IN6114","2022-02-27","BRG0010","PARACETAMOL",6940.3,"DUS",98,680149.4,"IDR","BRG0010","CUST55569","KLINIK GM","Jakarta","TD","Klinik"
"IN6041_BRG0001","IN6041","2022-02-28","BRG0001","ACYCLOVIR DUS",1169.91,"DUS",5,5849.55,"IDR","BRG0001","CUST55570","APOTEK MERDEKA","Bandung","TD","Apotek"
"IN6069_BRG0002","IN6069","2022-03-01","BRG0002","ALERGINE TABLET SALUT",2337.5,"DUS",4,9350.0,"IDR","BRG0002","CUST55571","KLINIK SAHABAT","Tangerang","TA","Klinik"
"IN6239_BRG0003","IN6239","2022-03-02","BRG0003","AMPICILLIN",10690.6,"DUS",8,85524.8,"IDR","BRG0003","CUST55572","APOTEK SINAR JAYA","Bekasi","EPM","Apotek"
"IN6137_BRG0004","IN6137","2022-03-03","BRG0004","TRAMADOL KAPSUL 50 MG",8700.7,"DUS",9,78306.3,"IDR","BRG0004","CUST55573","APOTEK SAHABAT","Padang","TD","Apotek"
"IN6189_BRG0005","IN6189","2022-03-04","BRG0005","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648.3,"DUS",1,5648.3,"IDR","BRG0005","CUST55574","KLINIK DR. ANDRI","Lampung","TA","Klinik"
"IN6229_BRG0006","IN6229","2022-03-05","BRG0006","KETOCONAZOLE TABLET 200 MG",2819.2,"DUS",5,14096.0,"IDR","BRG0006","CUST55575","APOTEK TAPAK","Aceh","EPM","Apotek"
"IN6110_BRG0007","IN6110","2022-03-06","BRG0007","ERGOTAMINE COFFEINE",4592.1,"DUS",9,41328.9,"IDR","BRG0007","CUST55576","APOTEK MAJA","Kuningan","TD","Apotek"
"IN6182_BRG0008","IN6182","2022-03-07","BRG0008","TETRACYCLINE KAPSUL 250 MG",3991.9,"DUS",13,51894.7,"IDR","BRG0008","CUST55577","KLINIK GM","Jakarta","TA","Klinik"
"IN6164_BRG0009","IN6164","2022-03-08","BRG0009","AMBROXOL HC",5780.7,"DUS",1,5780.7,"IDR","BRG0009","CUST55578","APOTEK MERDEKA","Bandung","EPM","Apotek"
"IN6016_BRG0010","IN6016","2022-03-09","BRG0010","PARACETAMOL",6940.3,"DUS",5,34701.5,"IDR","BRG0010","CUST55579","KLINIK SAHABAT","Tangerang","TD","Klinik"
"IN6043_BRG0001","IN6043","2022-03-10","BRG0001","ACYCLOVIR DUS",1169.91,"DUS",9,10529.19,"IDR","BRG0001","CUST55580","APOTEK SINAR JAYA","Bekasi","TD","Apotek"
"IN6020_BRG0002","IN6020","2022-03-11","BRG0002","ALERGINE TABLET SALUT",2337.5,"DUS",1,2337.5,"IDR","BRG0002","CUST55581","APOTEK SAHABAT","Padang","TA","Apotek"
"IN6206_BRG0003","IN6206","2022-03-12","BRG0003","AMPICILLIN",10690.6,"DUS",23,245883.8,"IDR","BRG0003","CUST55582","APOTEK TAPAK","Aceh","EPM","Apotek"
"IN6055_BRG0004","IN6055","2022-03-13","BRG0004","TRAMADOL KAPSUL 50 MG",8700.7,"DUS",4,34802.8,"IDR","BRG0004","CUST55583","APOTEK MAJA","Kuningan","TD","Apotek"
"IN6092_BRG0005","IN6092","2022-03-14","BRG0005","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648.3,"DUS",2,11296.6,"IDR","BRG0005","CUST55584","KLINIK GM","Jakarta","TA","Klinik"
"IN6177_BRG0006","IN6177","2022-03-15","BRG0006","KETOCONAZOLE TABLET 200 MG",2819.2,"DUS",17,47926.4,"IDR","BRG0006","CUST55585","APOTEK MERDEKA","Bandung","EPM","Apotek"
"IN6209_BRG0001","IN6209","2022-03-16","BRG0001","ACYCLOVIR DUS",4592.1,"DUS",11,50513.1,"IDR","BRG0001","CUST55586","KLINIK SAHABAT","Tangerang","TD","Klinik"
"IN6250_BRG0002","IN6250","2022-03-17","BRG0002","ALERGINE TABLET SALUT",3991.9,"DUS",12,47902.8,"IDR","BRG0002","CUST55587","APOTEK SINAR JAYA","Bekasi","TA","Apotek"
"IN6193_BRG0003","IN6193","2022-03-18","BRG0003","AMPICILLIN",5780.7,"DUS",12,69368.4,"IDR","BRG0003","CUST55588","APOTEK SAHABAT","Padang","EPM","Apotek"
"IN6081_BRG0004","IN6081","2022-03-19","BRG0004","TRAMADOL KAPSUL 50 MG",6940.3,"DUS",25,173507.5,"IDR","BRG0004","CUST55589","KLINIK DR. ANDRI","Lampung","TD","Klinik"
"IN6149_BRG0001","IN6149","2022-03-20","BRG0001","ACYCLOVIR DUS",1169.91,"DUS",14,16378.74,"IDR","BRG0001","CUST55590","APOTEK TAPAK","Aceh","TD","Apotek"
"IN6014_BRG0002","IN6014","2022-03-21","BRG0002","ALERGINE TABLET SALUT",2337.5,"DUS",34,79475.0,"IDR","BRG0002","CUST55591","APOTEK MAJA","Kuningan","TA","Apotek"
"IN6290_BRG0003","IN6290","2022-03-22","BRG0003","AMPICILLIN",10690.6,"DUS",67,716270.2,"IDR","BRG0003","CUST55592","KLINIK GM","Jakarta","EPM","Klinik"
"IN6051_BRG0004","IN6051","2022-03-23","BRG0004","TRAMADOL KAPSUL 50 MG",8700.7,"DUS",15,130510.5,"IDR","BRG0004","CUST55593","APOTEK MERDEKA","Bandung","TD","Apotek"
"IN6076_BRG0005","IN6076","2022-03-24","BRG0005","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648.3,"DUS",12,67779.6,"IDR","BRG0005","CUST55594","KLINIK SAHABAT","Tangerang","TA","Klinik"
"IN6140_BRG0006","IN6140","2022-03-25","BRG0006","KETOCONAZOLE TABLET 200 MG",2819.2,"DUS",25,70480.0,"IDR","BRG0006","CUST55595","APOTEK SINAR JAYA","Bekasi","EPM","Apotek"
"IN6080_BRG0007","IN6080","2022-03-26","BRG0007","ERGOTAMINE COFFEINE",4592.1,"DUS",14,64289.4,"IDR","BRG0007","CUST55596","APOTEK SAHABAT","Padang","TD","Apotek"
"IN6153_BRG0008","IN6153","2022-03-27","BRG0008","TETRACYCLINE KAPSUL 250 MG",3991.9,"DUS",18,71854.2,"IDR","BRG0008","CUST55597","APOTEK TAPAK","Aceh","TD","Apotek"
"IN5979_BRG0009","IN5979","2022-03-28","BRG0009","AMBROXOL HC",5780.7,"DUS",18,104052.6,"IDR","BRG0009","CUST55598","APOTEK MAJA","Kuningan","TA","Apotek"
"IN6098_BRG0010","IN6098","2022-03-29","BRG0010","PARACETAMOL",6940.3,"DUS",19,131865.7,"IDR","BRG0010","CUST55599","KLINIK GM","Jakarta","EPM","Klinik"
"IN6078_BRG0001","IN6078","2022-03-30","BRG0001","ACYCLOVIR DUS",1169.91,"DUS",12,14038.92,"IDR","BRG0001","CUST55600","APOTEK MERDEKA","Bandung","TD","Apotek"
"IN6085_BRG0002","IN6085","2022-03-31","BRG0002","ALERGINE TABLET SALUT",2337.5,"DUS",25,58437.5,"IDR","BRG0002","CUST55601","KLINIK SAHABAT","Tangerang","TA","Klinik"
"IN6018_BRG0003","IN6018","2022-04-01","BRG0003","AMPICILLIN",10690.6,"DUS",14,149668.4,"IDR","BRG0003","CUST55602","APOTEK SINAR JAYA","Bekasi","EPM","Apotek"
"IN6001_BRG0004","IN6001","2022-04-02","BRG0004","TRAMADOL KAPSUL 50 MG",8700.7,"DUS",21,182714.7,"IDR","BRG0004","CUST55603","APOTEK SAHABAT","Padang","TD","Apotek"
"IN6271_BRG0005","IN6271","2022-04-03","BRG0005","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648.3,"DUS",22,124262.6,"IDR","BRG0005","CUST55604","KLINIK DR. ANDRI","Lampung","TA","Klinik"
"IN6207_BRG0006","IN6207","2022-04-04","BRG0006","KETOCONAZOLE TABLET 200 MG",2819.2,"DUS",12,33830.4,"IDR","BRG0006","CUST55605","APOTEK TAPAK","Aceh","EPM","Apotek"
"IN6187_BRG0007","IN6187","2022-04-05","BRG0007","ERGOTAMINE COFFEINE",4592.1,"DUS",25,114802.5,"IDR","BRG0007","CUST55606","APOTEK MAJA","Kuningan","TD","Apotek"
"IN5995_BRG0008","IN5995","2022-04-06","BRG0008","TETRACYCLINE KAPSUL 250 MG",3991.9,"DUS",14,55886.6,"IDR","BRG0008","CUST55607","KLINIK GM","Jakarta","TD","Klinik"
"IN6156_BRG0009","IN6156","2022-04-07","BRG0009","AMBROXOL HC",5780.7,"DUS",24,138736.8,"IDR","BRG0009","CUST55608","APOTEK MERDEKA","Bandung","TA","Apotek"
"IN6232_BRG0010","IN6232","2022-04-08","BRG0010","PARACETAMOL",6940.3,"DUS",10,69403.0,"IDR","BRG0010","CUST55609","KLINIK SAHABAT","Tangerang","EPM","Klinik"
"IN5998_BRG0001","IN5998","2022-04-09","BRG0001","ACYCLOVIR DUS",1169.91,"DUS",23,26907.93,"IDR","BRG0001","CUST55610","APOTEK SINAR JAYA","Bekasi","TD","Apotek"
"IN6227_BRG0002","IN6227","2022-04-10","BRG0002","ALERGINE TABLET SALUT",2337.5,"DUS",12,28050.0,"IDR","BRG0002","CUST55611","APOTEK SAHABAT","Padang","TA","Apotek"
