"id_penjualan","id_invoice","tanggal","id_barang","nama_barang","harga","unit","jumlah_barang","total_harga_per_barang","mata_uang","kode_barang","id_customer","nama_customer","cabang_sales","id_distributor","group_category"
"IN6027_BRG0003","IN6027","2022-04-11","BRG0003","AMPICILLIN",10690.6,"DUS",10,106906.0,"IDR","BRG0003","CUST55612","APOTEK TAPAK","Aceh","EPM","Apotek"
"IN6157_BRG0004","IN6157","2022-04-12","BRG0004","TRAMADOL KAPSUL 50 MG",8700.7,"DUS",67,582946.9,"IDR","BRG0004","CUST55613","APOTEK MAJA","Kuningan","TD","Apotek"
"IN6180_BRG0005","IN6180","2022-04-13","BRG0005","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648.3,"DUS",98,553533.4,"IDR","BRG0005","CUST55614","KLINIK GM","Jakarta","TA","Klinik"
"IN6257_BRG0006","IN6257","2022-04-14","BRG0006","KETOCONAZOLE TABLET 200 MG",2819.2,"DUS",5,14096.0,"IDR","BRG0006","CUST55615","APOTEK MERDEKA","Bandung","EPM","Apotek"
"IN6031_BRG0001","IN6031","2022-04-15","BRG0001","ACYCLOVIR DUS",4592.1,"DUS",4,18368.4,"IDR","BRG0001","CUST55616","KLINIK SAHABAT","Tangerang","TD","Klinik"
"IN6082_BRG0002","IN6082","2022-04-16","BRG0002","ALERGINE TABLET SALUT",3991.9,"DUS",8,31935.2,"IDR","BRG0002","CUST55617","APOTEK SINAR JAYA","Bekasi","TD","Apotek"
"IN6174_BRG0003","IN6174","2022-04-17","BRG0003","AMPICILLIN",5780.7,"DUS",9,52026.3,"IDR","BRG0003","CUST55618","APOTEK SAHABAT","Padang","TA","Apotek"
"IN6237_BRG0004","IN6237","2022-04-18","BRG0004","TRAMADOL KAPSUL 50 MG",6940.3,"DUS",10,69403.0,"IDR","BRG0004","CUST55619","KLINIK DR. ANDRI","Lampung","EPM","Klinik"
"IN6021_BRG0001","IN6021","2022-04-19","BRG0001","ACYCLOVIR DUS",1169.91,"DUS",7,8189.37,"IDR","BRG0001","CUST55620","APOTEK TAPAK","Aceh","TD","Apotek"
"IN6056_BRG0002","IN6056","2022-04-20","BRG0002","ALERGINE TABLET SALUT",2337.5,"DUS",100,233750.0,"IDR","BRG0002","CUST55621","APOTEK MAJA","Kuningan","TA","Apotek"
"IN5983_BRG0003","IN5983","2022-04-21","BRG0003","AMPICILLIN",10690.6,"DUS",67,716270.2,"IDR","BRG0003","CUST55622","KLINIK GM","Jakarta","EPM","Klinik"
"IN6139_BRG0004","IN6139","2022-04-22","BRG0004","TRAMADOL KAPSUL 50 MG",8700.7,"DUS",78,678654.6,"IDR","BRG0004","CUST55623","APOTEK MERDEKA","Bandung","TD","Apotek"
"IN6126_BRG0005","IN6126","2022-04-23","BRG0005","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648.3,"DUS",45,254173.5,"IDR","BRG0005","CUST55624","KLINIK SAHABAT","Tangerang","TD","Klinik"
"IN6127_BRG0006","IN6127","2022-04-24","BRG0006","KETOCONAZOLE TABLET 200 MG",2819.2,"DUS",34,95852.8,"IDR","BRG0006","CUST55625","APOTEK SINAR JAYA","Bekasi","TA","Apotek"
"IN6035_BRG0007","IN6035","2022-04-25","BRG0007","ERGOTAMINE COFFEINE",4592.1,"DUS",20,91842.0,"IDR","BRG0007","CUST55626","APOTEK SAHABAT","Padang","EPM","Apotek"
"IN6309_BRG0008","IN6309","2022-04-26","BRG0008","TETRACYCLINE KAPSUL 250 MG",3991.9,"DUS",45,179635.5,"IDR","BRG0008","CUST55627","APOTEK TAPAK","Aceh","TD","Apotek"
"IN6073_BRG0009","IN6073","2022-04-27","BRG0009","AMBROXOL HC",5780.7,"DUS",34,196543.8,"IDR","BRG0009","CUST55628","APOTEK MAJA","Kuningan","TA","Apotek"
"IN6277_BRG0010","IN6277","2022-04-28","BRG0010","PARACETAMOL",6940.3,"DUS",34,235970.2,"IDR","BRG0010","CUST55629","KLINIK GM","Jakarta","EPM","Klinik"
"IN6197_BRG0001","IN6197","2022-04-29","BRG0001","ACYCLOVIR DUS",1169.91,"DUS",34,39776.94,"IDR","BRG0001","CUST55630","APOTEK MERDEKA","Bandung","TD","Apotek"
"IN6225_BRG0002","IN6225","2022-04-30","BRG0002","ALERGINE TABLET SALUT",2337.5,"DUS",44,102850.0,"IDR","BRG0002","CUST55631","KLINIK SAHABAT","Tangerang","TA","Klinik"
"IN5999_BRG0003","IN5999","2022-05-01","BRG0003","AMPICILLIN",10690.6,"DUS",5,53453.0,"IDR","BRG0003","CUST55632","APOTEK SINAR JAYA","Bekasi","EPM","Apotek"
"IN6223_BRG0004","IN6223","2022-05-02","BRG0004","TRAMADOL KAPSUL 50 MG",8700.7,"DUS",6,52204.2,"IDR","BRG0004","CUST55633","APOTEK SAHABAT","Padang","TD","Apotek"
"IN6273_BRG0005","IN6273","2022-05-03","BRG0005","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648.3,"DUS",79,446215.7,"IDR","BRG0005","CUST55634","KLINIK DR. ANDRI","Lampung","TD","Klinik"
"IN6047_BRG0006","IN6047","2022-04-26","BRG0006","KETOCONAZOLE TABLET 200 MG",2819.2,"DUS",12,33830.4,"IDR","BRG0006","CUST55635","APOTEK TAPAK","Aceh","TA","Apotek"
"IN6071_BRG0007","IN6071","2022-04-27","BRG0007","ERGOTAMINE COFFEINE",4592.1,"DUS",95,436249.5,"IDR","BRG0007","CUST55636","APOTEK MAJA","Kuningan","EPM","Apotek"
"IN6009_BRG0008","IN6009","2022-04-28","BRG0008","TETRACYCLINE KAPSUL 250 MG",3991.9,"DUS",76,303384.4,"IDR","BRG0008","CUST55637","KLINIK GM","Jakarta","TD","Klinik"
"IN6075_BRG0009","IN6075","2022-04-16","BRG0009","AMBROXOL HC",5780.7,"DUS",48,277473.6,"IDR","BRG0009","CUST55638","APOTEK MERDEKA","Bandung","TA","Apotek"
"IN6218_BRG0010","IN6218","2022-04-17","BRG0010","PARACETAMOL",6940.3,"DUS",21,145746.3,"IDR","BRG0010","CUST55639","KLINIK SAHABAT","Tangerang","EPM","Klinik"
"IN5985_BRG0001","IN5985","2022-04-18","BRG0001","ACYCLOVIR DUS",1169.91,"DUS",22,25738.02,"IDR","BRG0001","CUST55640","APOTEK SINAR JAYA","Bekasi","TD","Apotek"
"IN6154_BRG0002","IN6154","2022-04-19","BRG0002","ALERGINE TABLET SALUT",2337.5,"DUS",12,28050.0,"IDR","BRG0002","CUST55641","APOTEK SAHABAT","Padang","TA","Apotek"
"IN6145_BRG0003","IN6145","2022-04-20","BRG0003","AMPICILLIN",10690.6,"DUS",25,267265.0,"IDR","BRG0003","CUST55642","APOTEK TAPAK","Aceh","EPM","Apotek"
"IN6315_BRG0004","IN6315","2022-04-21","BRG0004","TRAMADOL KAPSUL 50 MG",8700.7,"DUS",14,121809.8,"IDR","BRG0004","CUST55643","APOTEK MAJA","Kuningan","TD","Apotek"
"IN6168_BRG0005","IN6168","2022-05-13","BRG0005","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648.3,"DUS",24,135559.2,"IDR","BRG0005","CUST55644","KLINIK GM","Jakarta","TD","Klinik"
"IN6192_BRG0006","IN6192","2022-05-14","BRG0006","KETOCONAZOLE TABLET 200 MG",2819.2,"DUS",10,28192.0,"IDR","BRG0006","CUST55645","APOTEK MERDEKA","Bandung","TA","Apotek"
"IN6285_BRG0001","IN6285","2022-05-15","BRG0001","ACYCLOVIR DUS",4592.1,"DUS",130,596973.0,"IDR","BRG0001","CUST55646","KLINIK SAHABAT","Tangerang","EPM","Klinik"
"IN6077_BRG0002","IN6077","2022-05-16","BRG0002","ALERGINE TABLET SALUT",3991.9,"DUS",12,47902.8,"IDR","BRG0002","CUST55647","APOTEK SINAR JAYA","Bekasi","TD","Apotek"
"IN6057_BRG0003","IN6057","2022-05-17","BRG0003","AMPICILLIN",5780.7,"DUS",10,57807.0,"IDR","BRG0003","CUST55648","APOTEK SAHABAT","Padang","TA","Apotek"
"IN6252_BRG0004","IN6252","2022-05-18","BRG0004","TRAMADOL KAPSUL 50 MG",6940.3,"DUS",67,465000.1,"IDR","BRG0004","CUST55649","KLINIK DR. ANDRI","Lampung","EPM","Klinik"
"IN6272_BRG0001","IN6272","2022-05-19","BRG0001","ACYCLOVIR DUS",1169.91,"DUS",98,114651.18,"IDR","BRG0001","CUST55650","APOTEK TAPAK","Aceh","TD","Apotek"
"IN6150_BRG0002","IN6150","2022-05-20","BRG0002","ALERGINE TABLET SALUT",2337.5,"DUS",5,11687.5,"IDR","BRG0002","CUST55651","APOTEK MAJA","Kuningan","TD","Apotek"
"IN6298_BRG0003","IN6298","2022-05-21","BRG0003","AMPICILLIN",10690.6,"DUS",4,42762.4,"IDR","BRG0003","CUST55652","KLINIK GM","Jakarta","TA","Klinik"
"IN6295_BRG0004","IN6295","2022-05-22","BRG0004","TRAMADOL KAPSUL 50 MG",8700.7,"DUS",8,69605.6,"IDR","BRG0004","CUST55653","APOTEK MERDEKA","Bandung","EPM","Apotek"
"IN6022_BRG0005","IN6022","2022-05-23","BRG0005","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648.3,"DUS",9,50834.7,"IDR","BRG0005","CUST55654","KLINIK SAHABAT","Tangerang","TD","Klinik"
"IN6090_BRG0006","IN6090","2022-05-24","BRG0006","KETOCONAZOLE TABLET 200 MG",2819.2,"DUS",21,59203.2,"IDR","BRG0006","CUST55655","APOTEK SINAR JAYA","Bekasi","TA","Apotek"
"IN5996_BRG0007","IN5996","2022-05-25","BRG0007","ERGOTAMINE COFFEINE",4592.1,"DUS",22,101026.2,"IDR","BRG0007","CUST55656","APOTEK SAHABAT","Padang","EPM","Apotek"
"IN6111_BRG0008","IN6111","2022-05-26","BRG0008","TETRACYCLINE KAPSUL 250 MG",3991.9,"DUS",12,47902.8,"IDR","BRG0008","CUST55657","APOTEK TAPAK","Aceh","TD","Apotek"
"IN6194_BRG0009","IN6194","2022-04-18","BRG0009","AMBROXOL HC",5780.7,"DUS",25,144517.5,"IDR","BRG0009","CUST55658","APOTEK MAJA","Kuningan","TA","Apotek"
"IN5987_BRG0010","IN5987","2022-04-19","BRG0010","PARACETAMOL",6940.3,"DUS",14,97164.2,"IDR","BRG0010","CUST55659","KLINIK GM","Jakarta","EPM","Klinik"
"IN6313_BRG0001","IN6313","2022-04-20","BRG0001","ACYCLOVIR DUS",1169.91,"DUS",24,28077.84,"IDR","BRG0001","CUST55660","APOTEK MERDEKA","Bandung","TD","Apotek"
"IN6138_BRG0002","IN6138","2022-04-18","BRG0002","ALERGINE TABLET SALUT",2337.5,"DUS",10,23375.0,"IDR","BRG0002","CUST55661","KLINIK SAHABAT","Tangerang","TD","Klinik"
"IN6316_BRG0003","IN6316","2022-04-19","BRG0003","AMPICILLIN",10690.6,"DUS",120,1282872.0,"IDR","BRG0003","CUST55662","APOTEK SINAR JAYA","Bekasi","TA","Apotek"
"IN6019_BRG0004","IN6019","2022-04-20","BRG0004","TRAMADOL KAPSUL 50 MG",8700.7,"DUS",12,104408.4,"IDR","BRG0004","CUST55663","APOTEK SAHABAT","Padang","EPM","Apotek"
"IN6283_BRG0005","IN6283","2022-05-19","BRG0005","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648.3,"DUS",10,56483.0,"IDR","BRG0005","CUST55664","KLINIK DR. ANDRI","Lampung","TD","Klinik"
"IN6169_BRG0006","IN6169","2022-05-20","BRG0006","KETOCONAZOLE TABLET 200 MG",2819.2,"DUS",67,188886.4,"IDR","BRG0006","CUST55665","APOTEK TAPAK","Aceh","TA","Apotek"
"IN6121_BRG0007","IN6121","2022-05-21","BRG0007","ERGOTAMINE COFFEINE",4592.1,"DUS",98,450025.8,"IDR","BRG0007","CUST55666","APOTEK MAJA","Kuningan","EPM","Apotek"
"IN6117_BRG0008","IN6117","2022-05-22","BRG0008","TETRACYCLINE KAPSUL 250 MG",3991.9,"DUS",5,19959.5,"IDR","BRG0008","CUST55667","KLINIK GM","Jakarta","TD","Klinik"
"IN6201_BRG0009","IN6201","2022-05-23","BRG0009","AMBROXOL HC",5780.7,"DUS",4,23122.8,"IDR","BRG0009","CUST55668","APOTEK MERDEKA","Bandung","TA","Apotek"
"IN6179_BRG0010","IN6179","2022-05-24","BRG0010","PARACETAMOL",6940.3,"DUS",8,55522.4,"IDR","BRG0010","CUST55669","KLINIK SAHABAT","Tangerang","EPM","Klinik"
"IN5978_BRG0001","IN5978","2022-05-25","BRG0001","ACYCLOVIR DUS",1169.91,"DUS",9,10529.19,"IDR","BRG0001","CUST55670","APOTEK SINAR JAYA","Bekasi","TD","Apotek"
"IN5993_BRG0002","IN5993","2022-05-26","BRG0002","ALERGINE TABLET SALUT",2337.5,"DUS",1,2337.5,"IDR","BRG0002","CUST55671","APOTEK SAHABAT","Padang","TD","Apotek"
"IN6160_BRG0003","IN6160","2022-05-27","BRG0003","AMPICILLIN",10690.6,"DUS",5,53453.0,"IDR","BRG0003","CUST55672","APOTEK TAPAK","Aceh","TA","Apotek"
"IN6282_BRG0004","IN6282","2022-05-28","BRG0004","TRAMADOL KAPSUL 50 MG",8700.7,"DUS",9,78306.3,"IDR","BRG0004","CUST55673","APOTEK MAJA","Kuningan","EPM","Apotek"
"IN6093_BRG0005","IN6093","2022-05-29","BRG0005","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648.3,"DUS",13,73427.9,"IDR","BRG0005","CUST55674","KLINIK GM","Jakarta","TD","Klinik"
"IN6166_BRG0006","IN6166","2022-05-30","BRG0006","KETOCONAZOLE TABLET 200 MG",2819.2,"DUS",1,2819.2,"IDR","BRG0006","CUST55675","APOTEK MERDEKA","Bandung","TA","Apotek"
"IN6010_BRG0001","IN6010","2022-05-31","BRG0001","ACYCLOVIR DUS",4592.1,"DUS",5,22960.5,"IDR","BRG0001","CUST55676","KLINIK SAHABAT","Tangerang","EPM","Klinik"
"IN6100_BRG0002","IN6100","2022-06-01","BRG0002","ALERGINE TABLET SALUT",3991.9,"DUS",9,35927.1,"IDR","BRG0002","CUST55677","APOTEK SINAR JAYA","Bekasi","TD","Apotek"
"IN6222_BRG0003","IN6222","2022-06-02","BRG0003","AMPICILLIN",5780.7,"DUS",1,5780.7,"IDR","BRG0003","CUST55678","APOTEK SAHABAT","Padang","TD","Apotek"
"IN6032_BRG0004","IN6032","2022-06-03","BRG0004","TRAMADOL KAPSUL 50 MG",6940.3,"DUS",23,159626.9,"IDR","BRG0004","CUST55679","KLINIK DR. ANDRI","Lampung","TA","Klinik"
"IN6198_BRG0001","IN6198","2022-06-04","BRG0001","ACYCLOVIR DUS",1169.91,"DUS",4,4679.64,"IDR","BRG0001","CUST55680","APOTEK TAPAK","Aceh","EPM","Apotek"
"IN6212_BRG0002","IN6212","2022-06-05","BRG0002","ALERGINE TABLET SALUT",2337.5,"DUS",2,4675.0,"IDR","BRG0002","CUST55681","APOTEK MAJA","Kuningan","TD","Apotek"
"IN6288_BRG0003","IN6288","2022-06-06","BRG0003","AMPICILLIN",10690.6,"DUS",17,181740.2,"IDR","BRG0003","CUST55682","KLINIK GM","Jakarta","TA","Klinik"
"IN6059_BRG0004","IN6059","2022-06-07","BRG0004","TRAMADOL KAPSUL 50 MG",8700.7,"DUS",11,95707.7,"IDR","BRG0004","CUST55683","APOTEK MERDEKA","Bandung","EPM","Apotek"
"IN6236_BRG0005","IN6236","2022-06-08","BRG0005","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648.3,"DUS",12,67779.6,"IDR","BRG0005","CUST55684","KLINIK SAHABAT","Tangerang","TD","Klinik"
"IN6296_BRG0006","IN6296","2022-06-09","BRG0006","KETOCONAZOLE TABLET 200 MG",2819.2,"DUS",12,33830.4,"IDR","BRG0006","CUST55685","APOTEK SINAR JAYA","Bekasi","TA","Apotek"
"IN6324_BRG0007","IN6324","2022-06-10","BRG0007","ERGOTAMINE COFFEINE",4592.1,"DUS",25,114802.5,"IDR","BRG0007","CUST55686","APOTEK SAHABAT","Padang","EPM","Apotek"
"IN6091_BRG0008","IN6091","2022-06-11","BRG0008","TETRACYCLINE KAPSUL 250 MG",3991.9,"DUS",14,55886.6,"IDR","BRG0008","CUST55687","APOTEK TAPAK","Aceh","TD","Apotek"
"IN6033_BRG0009","IN6033","2022-06-12","BRG0009","AMBROXOL HC",5780.7,"DUS",34,196543.8,"IDR","BRG0009","CUST55688","APOTEK MAJA","Kuningan","TD","Apotek"
"IN6159_BRG0010","IN6159","2022-06-13","BRG0010","PARACETAMOL",6940.3,"DUS",67,465000.1,"IDR","BRG0010","CUST55689","KLINIK GM","Jakarta","TA","Klinik"
"IN6264_BRG0001","IN6264","2022-06-14","BRG0001","ACYCLOVIR DUS",1169.91,"DUS",15,17548.65,"IDR","BRG0001","CUST55690","APOTEK MERDEKA","Bandung","EPM","Apotek"
"IN6046_BRG0002","IN6046","2022-06-15","BRG0002","ALERGINE TABLET SALUT",2337.5,"DUS",12,28050.0,"IDR","BRG0002","CUST55691","KLINIK SAHABAT","Tangerang","TD","Klinik"
"IN6268_BRG0003","IN6268","2022-06-16","BRG0003","AMPICILLIN",10690.6,"DUS",25,267265.0,"IDR","BRG0003","CUST55692","APOTEK SINAR JAYA","Bekasi","TA","Apotek"
"IN6310_BRG0004","IN6310","2022-04-30","BRG0004","TRAMADOL KAPSUL 50 MG",8700.7,"DUS",14,121809.8,"IDR","BRG0004","CUST55693","APOTEK SAHABAT","Padang","EPM","Apotek"
"IN6044_BRG0005","IN6044","2022-05-01","BRG0005","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648.3,"DUS",18,101669.4,"IDR","BRG0005","CUST55694","KLINIK DR. ANDRI","Lampung","TD","Klinik"
"IN6178_BRG0006","IN6178","2022-05-02","BRG0006","KETOCONAZOLE TABLET 200 MG",2819.2,"DUS",18,50745.6,"IDR","BRG0006","CUST55695","APOTEK TAPAK","Aceh","TA","Apotek"
"IN6270_BRG0007","IN6270","2022-05-03","BRG0007","ERGOTAMINE COFFEINE",4592.1,"DUS",19,87249.9,"IDR","BRG0007","CUST55696","APOTEK MAJA","Kuningan","EPM","Apotek"
"IN6123_BRG0008","IN6123","2022-06-16","BRG0008","TETRACYCLINE KAPSUL 250 MG",3991.9,"DUS",12,47902.8,"IDR","BRG0008","CUST55697","KLINIK GM","Jakarta","TD","Klinik"
"IN6265_BRG0009","IN6265","2022-04-30","BRG0009","AMBROXOL HC",5780.7,"DUS",25,144517.5,"IDR","BRG0009","CUST55698","APOTEK MERDEKA","Bandung","TD","Apotek"
"IN6158_BRG0010","IN6158","2022-05-01","BRG0010","PARACETAMOL",6940.3,"DUS",14,97164.2,"IDR","BRG0010","CUST55699","KLINIK SAHABAT","Tangerang","TA","Klinik"
"IN6105_BRG0001","IN6105","2022-05-02","BRG0001","ACYCLOVIR DUS",1169.91,"DUS",21,24568.11,"IDR","BRG0001","CUST55700","APOTEK SINAR JAYA","Bekasi","EPM","Apotek"
"IN6213_BRG0002","IN6213","2022-05-03","BRG0002","ALERGINE TABLET SALUT",2337.5,"DUS",22,51425.0,"IDR","BRG0002","CUST55701","APOTEK SAHABAT","Padang","TD","Apotek"
"IN6109_BRG0003","IN6109","2022-06-16","BRG0003","AMPICILLIN",10690.6,"DUS",12,128287.2,"IDR","BRG0003","CUST55702","APOTEK TAPAK","Aceh","TA","Apotek"
"IN6249_BRG0004","IN6249","2022-04-30","BRG0004","TRAMADOL KAPSUL 50 MG",8700.7,"DUS",25,217517.5,"IDR","BRG0004","CUST55703","APOTEK MAJA","Kuningan","EPM","Apotek"
"IN6067_BRG0005","IN6067","2022-05-01","BRG0005","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648.3,"DUS",14,79076.2,"IDR","BRG0005","CUST55704","KLINIK GM","Jakarta","TD","Klinik"
"IN6143_BRG0006","IN6143","2022-05-02","BRG0006","KETOCONAZOLE TABLET 200 MG",2819.2,"DUS",24,67660.8,"IDR","BRG0006","CUST55705","APOTEK MERDEKA","Bandung","TD","Apotek"
"IN5990_BRG0001","IN5990","2022-05-03","BRG0001","ACYCLOVIR DUS",4592.1,"DUS",10,45921.0,"IDR","BRG0001","CUST55706","KLINIK SAHABAT","Tangerang","TA","Klinik"
"IN5992_BRG0002","IN5992","2022-06-16","BRG0002","ALERGINE TABLET SALUT",3991.9,"DUS",23,91813.7,"IDR","BRG0002","CUST55707","APOTEK SINAR JAYA","Bekasi","EPM","Apotek"
"IN6132_BRG0003","IN6132","2022-04-30","BRG0003","AMPICILLIN",5780.7,"DUS",12,69368.4,"IDR","BRG0003","CUST55708","APOTEK SAHABAT","Padang","TD","Apotek"
"IN6030_BRG0004","IN6030","2022-05-01","BRG0004","TRAMADOL KAPSUL 50 MG",6940.3,"DUS",10,69403.0,"IDR","BRG0004","CUST55709","KLINIK DR. ANDRI","Lampung","TA","Klinik"
"IN6094_BRG0001","IN6094","2022-05-02","BRG0001","ACYCLOVIR DUS",1169.91,"DUS",67,78383.97,"IDR","BRG0001","CUST55710","APOTEK TAPAK","Aceh","EPM","Apotek"
"IN6294_BRG0002","IN6294","2022-05-03","BRG0002","ALERGINE TABLET SALUT",2337.5,"DUS",98,229075.0,"IDR","BRG0002","CUST55711","APOTEK MAJA","Kuningan","TD","Apotek"
"IN6012_BRG0003","IN6012","2022-06-16","BRG0003","AMPICILLIN",10690.6,"DUS",5,53453.0,"IDR","BRG0003","CUST55712","KLINIK GM","Jakarta","TA","Klinik"
"IN6106_BRG0004","IN6106","2022-04-30","BRG0004","TRAMADOL KAPSUL 50 MG",8700.7,"DUS",4,34802.8,"IDR","BRG0004","CUST55713","APOTEK MERDEKA","Bandung","EPM","Apotek"
"IN5984_BRG0005","IN5984","2022-05-01","BRG0005","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648.3,"DUS",8,45186.4,"IDR","BRG0005","CUST55714","KLINIK SAHABAT","Tangerang","TD","Klinik"
"IN6007_BRG0006","IN6007","2022-05-02","BRG0006","KETOCONAZOLE TABLET 200 MG",2819.2,"DUS",9,25372.8,"IDR","BRG0006","CUST55715","APOTEK SINAR JAYA","Bekasi","TD","Apotek"
"IN6115_BRG0007","IN6115","2022-05-03","BRG0007","ERGOTAMINE COFFEINE",4592.1,"DUS",10,45921.0,"IDR","BRG0007","CUST55716","APOTEK SAHABAT","Padang","TA","Apotek"
"IN6000_BRG0008","IN6000","2022-06-16","BRG0008","TETRACYCLINE KAPSUL 250 MG",3991.9,"DUS",7,27943.3,"IDR","BRG0008","CUST55717","APOTEK TAPAK","Aceh","EPM","Apotek"
"IN6097_BRG0009","IN6097","2022-04-30","BRG0009","AMBROXOL HC",5780.7,"DUS",100,578070.0,"IDR","BRG0009","CUST55718","APOTEK MAJA","Kuningan","TD","Apotek"
"IN5989_BRG0010","IN5989","2022-05-01","BRG0010","PARACETAMOL",6940.3,"DUS",67,465000.1,"IDR","BRG0010","CUST55719","KLINIK GM","Jakarta","TA","Klinik"
"IN6151_BRG0001","IN6151","2022-05-02","BRG0001","ACYCLOVIR DUS",1169.91,"DUS",78,91252.98,"IDR","BRG0001","CUST55720","APOTEK MERDEKA","Bandung","EPM","Apotek"
"IN6037_BRG0002","IN6037","2022-05-03","BRG0002","ALERGINE TABLET SALUT",2337.5,"DUS",45,105187.5,"IDR","BRG0002","CUST55721","KLINIK SAHABAT","Tangerang","TD","Klinik"
"IN6165_BRG0003","IN6165","2022-06-16","BRG0003","AMPICILLIN",10690.6,"DUS",34,363480.4,"IDR","BRG0003","CUST55722","APOTEK SINAR JAYA","Bekasi","TA","Apotek"
"IN6101_BRG0004","IN6101","2022-04-30","BRG0004","TRAMADOL KAPSUL 50 MG",8700.7,"DUS",20,174014.0,"IDR","BRG0004","CUST55723","APOTEK SAHABAT","Padang","EPM","Apotek"
"IN6142_BRG0005","IN6142","2022-05-01","BRG0005","KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648.3,"DUS",45,254173.5,"IDR","BRG0005","CUST55724","KLINIK DR. ANDRI","Lampung","TD","Klinik"
"IN6312_BRG0006","IN6312","2022-05-02","BRG0006","KETOCONAZOLE TABLET 200 MG",2819.2,"DUS",34,95852.8,"IDR","BRG0006","CUST55725","APOTEK TAPAK","Aceh","TD","Apotek"
"IN6112_BRG0007","IN6112","2022-05-03","BRG0007","ERGOTAMINE COFFEINE",4592.1,"DUS",34,156131.4,"IDR","BRG0007","CUST55726","APOTEK MAJA","Kuningan","TA","Apotek"
"IN6204_BRG0008","IN6204","2022-06-16","BRG0008","TETRACYCLINE KAPSUL 250 MG",3991.9,"DUS",34,135724.6,"IDR","BRG0008","CUST55727","KLINIK GM","Jakarta","EPM","Klinik"
"IN6304_BRG0009","IN6304","2022-04-30","BRG0009","AMBROXOL HC",5780.7,"DUS",44,254350.8,"IDR","BRG0009","CUST55728","APOTEK MERDEKA","Bandung","TD","Apotek"
"IN6004_BRG0010","IN6004","2022-05-01","BRG0010","PARACETAMOL",6940.3,"DUS",5,34701.5,"IDR","BRG0010","CUST55729","KLINIK SAHABAT","Tangerang","TA","Klinik"
